Seq1	Seq2	Distance
SRR1556285	SRR1556291	1
SRR1556285	SRR1556292	0
SRR1556285	SRR1556293	9
SRR1556285	SRR1556294	9
SRR1556285	SRR1556295	9
SRR1556285	SRR1556296	41
SRR1556285	SRR1556297	9
SRR1556286	SRR1553725	18
SRR1556286	SRR1553739	11399
SRR1556286	SRR1553740	11401
SRR1556286	SRR1553750	11398
SRR1556286	SRR1553756	11401
SRR1556286	SRR1553764	11406
SRR1556286	SRR1553773	11401
SRR1556286	SRR1553774	11401
SRR1556286	SRR1553779	11406
SRR1556286	SRR1553784	14
SRR1556286	SRR1553788	11403
SRR1556286	SRR1553791	11401
SRR1556286	SRR1553792	11401
SRR1556286	SRR1553796	17
SRR1556286	SRR1553797	11402
SRR1556286	SRR1553798	11406
SRR1556286	SRR1553804	11402
SRR1556286	SRR1553816	11406
SRR1556286	SRR1553820	11401
SRR1556286	SRR1553821	11401
SRR1556286	SRR1553826	11401
SRR1556286	SRR1553827	11401
SRR1556286	SRR1553840	11407
SRR1556286	SRR1553850	22
SRR1556286	SRR1553851	11398
SRR1556286	SRR1553855	11407
SRR1556286	SRR1553856	11401
SRR1556286	SRR1553866	11398
SRR1556286	SRR1553867	11406
SRR1556286	SRR1553871	8
SRR1556286	SRR1553882	11404
SRR1556286	SRR1553906	11399
SRR1556286	SRR1553907	11406
SRR1556286	SRR1554256	11398
SRR1556286	SRR1554259	11404
SRR1556286	SRR1556285	11397
SRR1556286	SRR1556286	0
SRR1556286	SRR1556287	13
SRR1556286	SRR1556288	11399
SRR1556286	SRR1556289	11405
SRR1556286	SRR1556290	11398
SRR1556286	SRR1556291	11399
SRR1556286	SRR1556292	11393
SRR1556286	SRR1556293	11403
SRR1556286	SRR1556294	11403
SRR1556286	SRR1556295	11403
SRR1556286	SRR1556296	11407
SRR1556286	SRR1556297	11402
SRR1556287	SRR1553725	11
SRR1556287	SRR1553739	11409
SRR1556287	SRR1553740	11411
SRR1556287	SRR1553750	11408
SRR1556287	SRR1553756	11411
SRR1556287	SRR1553764	11415
SRR1556287	SRR1553773	11411
SRR1556287	SRR1553774	11411
SRR1556287	SRR1553779	11415
SRR1556287	SRR1553784	2
SRR1556287	SRR1553788	11413
SRR1556287	SRR1553791	11411
SRR1556287	SRR1553792	11411
SRR1556287	SRR1553796	11
SRR1556287	SRR1553797	11412
SRR1556287	SRR1553798	11415
SRR1556287	SRR1553804	11412
SRR1556287	SRR1553816	11415
SRR1556287	SRR1553820	11411
SRR1556287	SRR1553821	11411
SRR1556287	SRR1553826	11411
SRR1556287	SRR1553827	11411
SRR1556287	SRR1553840	11416
SRR1556287	SRR1553850	15
SRR1556287	SRR1553851	11408
SRR1556287	SRR1553855	11416
SRR1556287	SRR1553856	11411
SRR1556287	SRR1553866	11408
SRR1556287	SRR1553867	11415
SRR1556287	SRR1553871	13
SRR1556287	SRR1553882	11414
SRR1556287	SRR1553906	11409
SRR1556287	SRR1553907	11415
SRR1556287	SRR1554256	11408
SRR1556287	SRR1554259	11414
SRR1556287	SRR1556285	11407
SRR1556287	SRR1556286	13
SRR1556287	SRR1556287	0
SRR1556287	SRR1556288	11409
SRR1556287	SRR1556289	11414
SRR1556287	SRR1556290	11408
SRR1556287	SRR1556291	11409
SRR1556287	SRR1556292	11403
SRR1556287	SRR1556293	11413
SRR1556287	SRR1556294	11413
SRR1556287	SRR1556295	11413
SRR1556287	SRR1556296	11416
SRR1556287	SRR1556297	11412
SRR1556288	SRR1553725	11423
SRR1556288	SRR1553739	2
SRR1556288	SRR1553740	8
SRR1556288	SRR1553750	1
SRR1556288	SRR1553756	8
SRR1556288	SRR1553764	41
SRR1556288	SRR1553773	8
SRR1556288	SRR1553774	9
SRR1556288	SRR1553779	41
SRR1556288	SRR1553784	11408
SRR1556288	SRR1553788	10
SRR1556288	SRR1553791	8
SRR1556288	SRR1553792	8
SRR1556288	SRR1553796	11421
SRR1556288	SRR1553797	9
SRR1556288	SRR1553798	41
SRR1556288	SRR1553804	9
SRR1556288	SRR1553816	41
SRR1556288	SRR1553820	8
SRR1556288	SRR1553821	8
SRR1556288	SRR1553826	8
SRR1556288	SRR1553827	8
SRR1556288	SRR1553840	42
SRR1556288	SRR1553850	11426
SRR1556288	SRR1553851	1
SRR1556288	SRR1553855	42
SRR1556288	SRR1553856	8
SRR1556288	SRR1553866	1
SRR1556288	SRR1553867	41
SRR1556288	SRR1553871	11420
SRR1556288	SRR1553882	11
SRR1556288	SRR1553906	2
SRR1556288	SRR1553907	41
SRR1556288	SRR1554256	1
SRR1556288	SRR1554259	12
SRR1556288	SRR1556285	1
SRR1556288	SRR1556286	11399
SRR1556288	SRR1556287	11409
SRR1556288	SRR1556288	0
SRR1556288	SRR1556289	42
SRR1556288	SRR1556290	1
SRR1556288	SRR1556291	2
SRR1556288	SRR1556292	1
SRR1556288	SRR1556293	10
SRR1556288	SRR1556294	10
SRR1556288	SRR1556295	10
SRR1556288	SRR1556296	42
SRR1556288	SRR1556297	10
SRR1556289	SRR1553725	11429
SRR1556289	SRR1553739	42
SRR1556289	SRR1553740	44
SRR1556289	SRR1553750	41
SRR1556289	SRR1553756	44
SRR1556289	SRR1553764	1
SRR1556289	SRR1553773	44
SRR1556289	SRR1553774	45
SRR1556289	SRR1553779	1
SRR1556289	SRR1553784	11416
SRR1556289	SRR1553788	46
SRR1556289	SRR1553791	44
SRR1556289	SRR1553792	44
SRR1556289	SRR1553796	11429
SRR1556289	SRR1553797	45
SRR1556289	SRR1553798	1
SRR1556289	SRR1553804	45
SRR1556289	SRR1553816	1
SRR1556289	SRR1553820	44
SRR1556289	SRR1553821	44
SRR1556289	SRR1553826	44
SRR1556289	SRR1553827	44
SRR1556289	SRR1553840	2
SRR1556289	SRR1553850	11431
SRR1556289	SRR1553851	41
SRR1556289	SRR1553855	2
SRR1556289	SRR1553856	44
SRR1556289	SRR1553866	41
SRR1556289	SRR1553867	1
SRR1556289	SRR1553871	11425
SRR1556289	SRR1553882	47
SRR1556289	SRR1553906	42
SRR1556289	SRR1553907	1
SRR1556289	SRR1554256	41
SRR1556289	SRR1554259	48
SRR1556289	SRR1556285	41
SRR1556289	SRR1556286	11405
SRR1556289	SRR1556287	11414
SRR1556289	SRR1556288	42
SRR1556289	SRR1556289	0
SRR1556289	SRR1556290	41
SRR1556289	SRR1556291	42
SRR1556289	SRR1556292	41
SRR1556289	SRR1556293	46
SRR1556289	SRR1556294	46
SRR1556289	SRR1556295	46
SRR1556289	SRR1556296	2
SRR1556289	SRR1556297	46
SRR1556290	SRR1553725	11422
SRR1556290	SRR1553739	1
SRR1556290	SRR1553740	7
SRR1556290	SRR1553750	0
SRR1556290	SRR1553756	7
SRR1556290	SRR1553764	40
SRR1556290	SRR1553773	7
SRR1556290	SRR1553774	8
SRR1556290	SRR1553779	40
SRR1556290	SRR1553784	11407
SRR1556290	SRR1553788	9
SRR1556290	SRR1553791	7
SRR1556290	SRR1553792	7
SRR1556290	SRR1553796	11420
SRR1556290	SRR1553797	8
SRR1556290	SRR1553798	40
SRR1556290	SRR1553804	8
SRR1556290	SRR1553816	40
SRR1556290	SRR1553820	7
SRR1556290	SRR1553821	7
SRR1556290	SRR1553826	7
SRR1556290	SRR1553827	7
SRR1556290	SRR1553840	41
SRR1556290	SRR1553850	11425
SRR1556290	SRR1553851	0
SRR1556290	SRR1553855	41
SRR1556290	SRR1553856	7
SRR1556290	SRR1553866	0
SRR1556290	SRR1553867	40
SRR1556290	SRR1553871	11419
SRR1556290	SRR1553882	10
SRR1556290	SRR1553906	1
SRR1556290	SRR1553907	40
SRR1556290	SRR1554256	0
SRR1556290	SRR1554259	11
SRR1556290	SRR1556285	0
SRR1556290	SRR1556286	11398
SRR1556290	SRR1556287	11408
SRR1556290	SRR1556288	1
SRR1556290	SRR1556289	41
SRR1556290	SRR1556290	0
SRR1556290	SRR1556291	1
SRR1556290	SRR1556292	0
SRR1556290	SRR1556293	9
SRR1556290	SRR1556294	9
SRR1556290	SRR1556295	9
SRR1556290	SRR1556296	41
SRR1556290	SRR1556297	9
SRR1556291	SRR1553725	11423
SRR1556291	SRR1553739	2
SRR1556291	SRR1553740	8
SRR1556291	SRR1553750	1
SRR1556291	SRR1553756	8
SRR1556291	SRR1553764	41
SRR1556291	SRR1553773	8
SRR1556291	SRR1553774	9
SRR1556291	SRR1553779	41
SRR1556291	SRR1553784	11408
SRR1556291	SRR1553788	10
SRR1556291	SRR1553791	8
SRR1556291	SRR1553792	8
SRR1556291	SRR1553796	11421
SRR1556291	SRR1553797	9
SRR1556291	SRR1553798	41
SRR1556291	SRR1553804	9
SRR1556291	SRR1553816	41
SRR1556291	SRR1553820	8
SRR1556291	SRR1553821	8
SRR1556291	SRR1553826	8
SRR1556291	SRR1553827	8
SRR1556291	SRR1553840	42
SRR1556291	SRR1553850	11426
SRR1556291	SRR1553851	1
SRR1556291	SRR1553855	42
SRR1556291	SRR1553856	8
SRR1556291	SRR1553866	1
SRR1556291	SRR1553867	41
SRR1556291	SRR1553871	11420
SRR1556291	SRR1553882	11
SRR1556291	SRR1553906	2
SRR1556291	SRR1553907	41
SRR1556291	SRR1554256	1
SRR1556291	SRR1554259	12
SRR1556291	SRR1556285	1
SRR1556291	SRR1556286	11399
SRR1556291	SRR1556287	11409
SRR1556291	SRR1556288	2
SRR1556291	SRR1556289	42
SRR1556291	SRR1556290	1
SRR1556291	SRR1556291	0
SRR1556291	SRR1556292	1
SRR1556291	SRR1556293	10
SRR1556291	SRR1556294	10
SRR1556291	SRR1556295	10
SRR1556291	SRR1556296	42
SRR1556291	SRR1556297	10
SRR1556292	SRR1553725	11417
SRR1556292	SRR1553739	1
SRR1556292	SRR1553740	7
SRR1556292	SRR1553750	0
SRR1556292	SRR1553756	7
SRR1556292	SRR1553764	40
SRR1556292	SRR1553773	7
SRR1556292	SRR1553774	8
SRR1556292	SRR1553779	40
SRR1556292	SRR1553784	11402
SRR1556292	SRR1553788	9
SRR1556292	SRR1553791	7
SRR1556292	SRR1553792	7
SRR1556292	SRR1553796	11415
SRR1556292	SRR1553797	8
SRR1556292	SRR1553798	40
SRR1556292	SRR1553804	8
SRR1556292	SRR1553816	40
SRR1556292	SRR1553820	7
SRR1556292	SRR1553821	7
SRR1556292	SRR1553826	7
SRR1556292	SRR1553827	7
SRR1556292	SRR1553840	41
SRR1556292	SRR1553850	11420
SRR1556292	SRR1553851	0
SRR1556292	SRR1553855	41
SRR1556292	SRR1553856	7
SRR1556292	SRR1553866	0
SRR1556292	SRR1553867	40
SRR1556292	SRR1553871	11414
SRR1556292	SRR1553882	10
SRR1556292	SRR1553906	1
SRR1556292	SRR1553907	40
SRR1556292	SRR1554256	0
SRR1556292	SRR1554259	11
SRR1556292	SRR1556285	0
SRR1556292	SRR1556286	11393
SRR1556292	SRR1556287	11403
SRR1556292	SRR1556288	1
SRR1556292	SRR1556289	41
SRR1556292	SRR1556290	0
SRR1556292	SRR1556291	1
SRR1556292	SRR1556292	0
SRR1556292	SRR1556293	9
SRR1556292	SRR1556294	9
SRR1556292	SRR1556295	9
SRR1556292	SRR1556296	41
SRR1556292	SRR1556297	9
SRR1556293	SRR1553725	11427
SRR1556293	SRR1553739	10
SRR1556293	SRR1553740	2
SRR1556293	SRR1553750	9
SRR1556293	SRR1553756	2
SRR1556293	SRR1553764	45
SRR1556293	SRR1553773	2
SRR1556293	SRR1553774	3
SRR1556293	SRR1553779	45
SRR1556293	SRR1553784	11412
SRR1556293	SRR1553788	4
SRR1556293	SRR1553791	2
SRR1556293	SRR1553792	2
SRR1556293	SRR1553796	11425
SRR1556293	SRR1553797	3
SRR1556293	SRR1553798	45
SRR1556293	SRR1553804	3
SRR1556293	SRR1553816	45
SRR1556293	SRR1553820	2
SRR1556293	SRR1553821	2
SRR1556293	SRR1553826	2
SRR1556293	SRR1553827	2
SRR1556293	SRR1553840	46
SRR1556293	SRR1553850	11430
SRR1556293	SRR1553851	9
SRR1556293	SRR1553855	46
SRR1556293	SRR1553856	2
SRR1556293	SRR1553866	9
SRR1556293	SRR1553867	45
SRR1556293	SRR1553871	11424
SRR1556293	SRR1553882	1
SRR1556293	SRR1553906	10
SRR1556293	SRR1553907	45
SRR1556293	SRR1554256	9
SRR1556293	SRR1554259	6
SRR1556293	SRR1556285	9
SRR1556293	SRR1556286	11403
SRR1556293	SRR1556287	11413
SRR1556293	SRR1556288	10
SRR1556293	SRR1556289	46
SRR1556293	SRR1556290	9
SRR1556293	SRR1556291	10
SRR1556293	SRR1556292	9
SRR1556293	SRR1556293	0
SRR1556293	SRR1556294	0
SRR1556293	SRR1556295	0
SRR1556293	SRR1556296	46
SRR1556293	SRR1556297	0
SRR1556294	SRR1553725	11427
SRR1556294	SRR1553739	10
SRR1556294	SRR1553740	2
SRR1556294	SRR1553750	9
SRR1556294	SRR1553756	2
SRR1556294	SRR1553764	45
SRR1556294	SRR1553773	2
SRR1556294	SRR1553774	3
SRR1556294	SRR1553779	45
SRR1556294	SRR1553784	11412
SRR1556294	SRR1553788	4
SRR1556294	SRR1553791	2
SRR1556294	SRR1553792	2
SRR1556294	SRR1553796	11425
SRR1556294	SRR1553797	3
SRR1556294	SRR1553798	45
SRR1556294	SRR1553804	3
SRR1556294	SRR1553816	45
SRR1556294	SRR1553820	2
SRR1556294	SRR1553821	2
SRR1556294	SRR1553826	2
SRR1556294	SRR1553827	2
SRR1556294	SRR1553840	46
SRR1556294	SRR1553850	11430
SRR1556294	SRR1553851	9
SRR1556294	SRR1553855	46
SRR1556294	SRR1553856	2
SRR1556294	SRR1553866	9
SRR1556294	SRR1553867	45
SRR1556294	SRR1553871	11424
SRR1556294	SRR1553882	1
SRR1556294	SRR1553906	10
SRR1556294	SRR1553907	45
SRR1556294	SRR1554256	9
SRR1556294	SRR1554259	6
SRR1556294	SRR1556285	9
SRR1556294	SRR1556286	11403
SRR1556294	SRR1556287	11413
SRR1556294	SRR1556288	10
SRR1556294	SRR1556289	46
SRR1556294	SRR1556290	9
SRR1556294	SRR1556291	10
SRR1556294	SRR1556292	9
SRR1556294	SRR1556293	0
SRR1556294	SRR1556294	0
SRR1556294	SRR1556295	0
SRR1556294	SRR1556296	46
SRR1556294	SRR1556297	0
SRR1556295	SRR1553725	11427
SRR1556295	SRR1553739	10
SRR1556295	SRR1553740	2
SRR1556295	SRR1553750	9
SRR1556295	SRR1553756	2
SRR1556295	SRR1553764	45
SRR1556295	SRR1553773	2
SRR1556295	SRR1553774	3
SRR1556295	SRR1553779	45
SRR1556295	SRR1553784	11412
SRR1556295	SRR1553788	4
SRR1556295	SRR1553791	2
SRR1556295	SRR1553792	2
SRR1556295	SRR1553796	11425
SRR1556295	SRR1553797	3
SRR1556295	SRR1553798	45
SRR1556295	SRR1553804	3
SRR1556295	SRR1553816	45
SRR1556295	SRR1553820	2
SRR1556295	SRR1553821	2
SRR1556295	SRR1553826	2
SRR1556295	SRR1553827	2
SRR1556295	SRR1553840	46
SRR1556295	SRR1553850	11430
SRR1556295	SRR1553851	9
SRR1556295	SRR1553855	46
SRR1556295	SRR1553856	2
SRR1556295	SRR1553866	9
SRR1556295	SRR1553867	45
SRR1556295	SRR1553871	11424
SRR1556295	SRR1553882	1
SRR1556295	SRR1553906	10
SRR1556295	SRR1553907	45
SRR1556295	SRR1554256	9
SRR1556295	SRR1554259	6
SRR1556295	SRR1556285	9
SRR1556295	SRR1556286	11403
SRR1556295	SRR1556287	11413
SRR1556295	SRR1556288	10
SRR1556295	SRR1556289	46
SRR1556295	SRR1556290	9
SRR1556295	SRR1556291	10
SRR1556295	SRR1556292	9
SRR1556295	SRR1556293	0
SRR1556295	SRR1556294	0
SRR1556295	SRR1556295	0
SRR1556295	SRR1556296	46
SRR1556295	SRR1556297	0
SRR1556296	SRR1553725	11431
SRR1556296	SRR1553739	42
SRR1556296	SRR1553740	44
SRR1556296	SRR1553750	41
SRR1556296	SRR1553756	44
SRR1556296	SRR1553764	1
SRR1556296	SRR1553773	44
SRR1556296	SRR1553774	45
SRR1556296	SRR1553779	1
SRR1556296	SRR1553784	11418
SRR1556296	SRR1553788	46
SRR1556296	SRR1553791	44
SRR1556296	SRR1553792	44
SRR1556296	SRR1553796	11431
SRR1556296	SRR1553797	45
SRR1556296	SRR1553798	1
SRR1556296	SRR1553804	45
SRR1556296	SRR1553816	1
SRR1556296	SRR1553820	44
SRR1556296	SRR1553821	44
SRR1556296	SRR1553826	44
SRR1556296	SRR1553827	44
SRR1556296	SRR1553840	2
SRR1556296	SRR1553850	11433
SRR1556296	SRR1553851	41
SRR1556296	SRR1553855	2
SRR1556296	SRR1553856	44
SRR1556296	SRR1553866	41
SRR1556296	SRR1553867	1
SRR1556296	SRR1553871	11427
SRR1556296	SRR1553882	47
SRR1556296	SRR1553906	42
SRR1556296	SRR1553907	1
SRR1556296	SRR1554256	41
SRR1556296	SRR1554259	48
SRR1556296	SRR1556285	41
SRR1556296	SRR1556286	11407
SRR1556296	SRR1556287	11416
SRR1556296	SRR1556288	42
SRR1556296	SRR1556289	2
SRR1556296	SRR1556290	41
SRR1556296	SRR1556291	42
SRR1556296	SRR1556292	41
SRR1556296	SRR1556293	46
SRR1556296	SRR1556294	46
SRR1556296	SRR1556295	46
SRR1556296	SRR1556296	0
SRR1556296	SRR1556297	46
SRR1556297	SRR1553725	11426
SRR1556297	SRR1553739	10
SRR1556297	SRR1553740	2
SRR1556297	SRR1553750	9
SRR1556297	SRR1553756	2
SRR1556297	SRR1553764	45
SRR1556297	SRR1553773	2
SRR1556297	SRR1553774	3
SRR1556297	SRR1553779	45
SRR1556297	SRR1553784	11411
SRR1556297	SRR1553788	4
SRR1556297	SRR1553791	2
SRR1556297	SRR1553792	2
SRR1556297	SRR1553796	11424
SRR1556297	SRR1553797	3
SRR1556297	SRR1553798	45
SRR1556297	SRR1553804	3
SRR1556297	SRR1553816	45
SRR1556297	SRR1553820	2
SRR1556297	SRR1553821	2
SRR1556297	SRR1553826	2
SRR1556297	SRR1553827	2
SRR1556297	SRR1553840	46
SRR1556297	SRR1553850	11429
SRR1556297	SRR1553851	9
SRR1556297	SRR1553855	46
SRR1556297	SRR1553856	2
SRR1556297	SRR1553866	9
SRR1556297	SRR1553867	45
SRR1556297	SRR1553871	11423
SRR1556297	SRR1553882	1
SRR1556297	SRR1553906	10
SRR1556297	SRR1553907	45
SRR1556297	SRR1554256	9
SRR1556297	SRR1554259	6
SRR1556297	SRR1556285	9
SRR1556297	SRR1556286	11402
SRR1556297	SRR1556287	11412
SRR1556297	SRR1556288	10
SRR1556297	SRR1556289	46
SRR1556297	SRR1556290	9
SRR1556297	SRR1556291	10
SRR1556297	SRR1556292	9
SRR1556297	SRR1556293	0
SRR1556297	SRR1556294	0
SRR1556297	SRR1556295	0
SRR1556297	SRR1556296	46
SRR1556297	SRR1556297	0
